cod_produs;cod_ean;nume_produs;descriere;nume_categorie;imag_baza;cant_stock;in_stock;pret_produs;pret_sugerat;categorie_id;categorie_path_subcat;greutate;producator;creat_la_data;imag_galerie
100170;;Casca Copii M-WAVE  SPACE   S-(52-57CM);<ul><li>Produsa din <strong>Microshell Top Shell</strong></li><li><strong>6 Gauri mari</strong> pentru o mai buna circulatie a aerului</li><li><strong>Plasa</strong> pentru protectie impotriva insectelor</li><li><strong>Vizor integrat</strong></li><li>Inchidere foarte simpla</li><li><strong>Ring Sistem</strong>- Sistem de inchidere reglabil pentru 52-57 cm</li><li><strong>Greutate- 190-220 grame</strong></li><li><strong>Margini reflectorizante</strong></li></ul>;Articole copii /Roti ajutatoare;;5;1;39.0;78.0;100;Articole copii /Roti ajutatoare;;M-WAVE;2024/01/01;
100171;;Casca Copii M-WAVE POLICE S-(52-57cm);<ul><li>Produsa din <strong>Microshell Top Shell</strong></li><li><strong> 6 Gaur</strong>i mari pentru o mai buna circulatie a aerului</li><li><strong>Plasa</strong> pentru protectie impotriva insectelor</li><li>Vizor integrat</li><li>Inchidere foarte simpla <strong>Ring Sistem</strong>- Sistem de inchidere reglabil pentru 52-57 cm</li><li><strong> Greutate- 190-220 grame </strong></li></ul>;Articole copii /Roti ajutatoare;;5;1;39.0;78.0;100;Articole copii /Roti ajutatoare;;M-WAVE;2024/01/01;
100172;;"Casca Copii M-WAVE ""SOCCER"" S-(52-57CM)";<ul><li>Produsa din <strong>Microshell Top Shell</strong></li><li><strong> 6 Gauri</strong> mari pentru o mai buna circulatie a aerului</li><li><strong>Plasa</strong> pentru protectie<strong> impotriva insectelor</strong></li><li><strong> Vizor integrat</strong> Inchidere foarte simpla</li><li><strong>Ring Sistem</strong>- Sistem de inchidere reglabil pentru 52-57 cm <strong>Greutate- 190-220 grame</strong></li></ul>;Articole copii /Roti ajutatoare;;0;0;39.0;78.0;100;Articole copii /Roti ajutatoare;;M-WAVE;2024/01/01;
100173;;"Geanta Portbagaj 2 Piese M-WAVE ""AMSTERDAM DOUBLE""  Negru";<ul><li>Material foarte rezistent 600 D</li><li>Dimensiuni</li><li>340 X 170 X 300 mm </li><li>Compartimente largi intarite cu benzi de plastic</li><li>Benzi reflectorizante pentru o vizibilitate mai buna</li><li>Se monteaza pe portbagaj</li><li>Maner intre compartimente -</li><li>Aproximativ 30 litri</li></ul>;Accesorii bicicleta;;5;1;62.5;125.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100174;;"Geanta Portbagaj 2 Piese  M-WAVE ""AMSTERDAM DOUBLE""  Negru/Rosu";<ul><li>Material foarte rezistent 600 D</li><li>Dimensiuni -34 X 17 X 30 cm</li><li>Compartimente largi intarite cu benzi de plastic</li><li>Benzi reflectorizante pentru o vizibilitate mai buna</li><li>Se monteaza pe portbagaj</li><li>Maner intre compartimente</li><li>Aproximativ 30 L</li></ul>;Accesorii bicicleta;;4;1;62.5;125.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100175;;Geanta Portbagaj 2 Piese M-WAVE  AMSTERDAM DOUBLE  Negru/Albastru;<ul><li>Material foarte rezistent 600 D</li><li>Dimensiuni -34 X 17 X 30 cm</li><li>Compartimente largi intarite cu benzi de plastic</li><li>Benzi reflectorizante pentru o vizibilitate mai buna</li><li>Se monteaza pe portbagaj</li><li>Maner intre compartimente</li><li>Aproximativ 30 L</li></ul>;Accesorii bicicleta;;3;1;62.5;125.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100176;;"Geanta Portbagaj 2 Piese M-WAVE ""AMSTERDAM DOUBLE"" Negru/Verde";<ul><li>Material foarte rezistent 600 D</li><li>Dimensiuni -34 X 17 X 30 cm</li><li>Compartimente largi intarite cu benzi de plastic</li><li>Benzi reflectorizante pentru o vizibilitate mai buna</li><li>Se monteaza pe portbagaj</li><li>Maner intre compartimente</li><li>Aproximativ 30 L</li></ul>;Accesorii bicicleta;;0;0;62.5;125.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100177;;"Geanta Ghidon/Umar M-WAVE  ""UTRECHT TRAVEL""  Negru/Grey";<ul><li>Material foarte rezistent 600 D</li><li>Prindere clip-on pentru 22,2-31,8 mm</li><li>Doua buzunare laterale atasate -Loc pentru harta</li><li>Dungi reflectorizante</li><li>Dimensiuni aproximative: L=23 CM , W=13 CM , H=27 cm</li><li>Se poate purta si pe umar</li><li>Banda de umar</li></ul>;Rucsaci si Bagaje calatorie;;5;1;77.5;155.0;100;Rucsaci si Bagaje calatorie;;M-WAVE;2024/01/01;
100178;;"Borseta Cadru Triunghi M-WAVE  ""ROTTERDAM TRI""";<ul><li>Fixare cu benzi elastice in trei puncte</li><li>Din polyester cu dungi reflectorizante</li><li>Rezistent la apa</li><li>Captusit in interior</li></ul>;Accesorii bicicleta;;0;0;16.5;33.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100179;;"Borseta Cadru M-WAVE  ""ROTTERDAM TOP L"" Negru/Grey";<ul><li>3 prinderi pentru o mai buna fixare pe cadru.</li><li>Aboarbe socurile</li><li>Ecran transparent rezistent la apa cu functie Touch</li><li>Material rezistent la apa</li><li>Inchidere cu fermoar</li><li>Margini reflectorizante</li><li>Pentru o gama larga de smartphones.</li><li>Dimensiuni: 170 x 80 x 80 mm</li></ul>;Accesorii bicicleta;;5;1;14.5;29.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100180;;"Borseta Cadru M-WAVE  ""ROTTERDAM TOP L"" Alb/Negru";<ul><li><strong>3 prinderi</strong> pentru o mai buna fixare pe cadru.</li><li>Aboarbe socurile</li><li>Ecran transparent rezistent la apa cu <strong>functie Touch</strong></li><li>Material rezistent la apa</li><li>Inchidere cu fermoar</li><li>Margini reflectorizante</li><li>Pentru o gama larga de smartphones.</li><li>Dimensiuni: 170 x 80 x 80 mm</li></ul>;Accesorii bicicleta;;5;1;16.5;33.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100181;;Borseta Sa M-WAVE TILBURG L Negru-Albastru;<ul>O geanta de sa nu trebuie ratata in niciun tur cu bicicleta. Indiferent daca ati depozitat un tub de rezerva sau o mica economie, daca este necesar, poate fi de mare ajutor. De aceea, Tilburg L by M-Wave este un companion excelent. Mult spatiu si montaj usor: Datorita unui sistem cu fermoar, geanta de sa poate fi transformata intr-un adevarat economisitor de spatiu cu un volum de 2 litri. Dungile reflectorizante asigura aspectul de siguranta iar trei curele Velcro pe partea de jos fac posibila atasarea altor obiecte, de exemplu o pompa de bicicleta. Dupa asamblarea initiala de catre proprietar, geanta de sa poate fi prinsa si desprinsa de sa fara efort si fara ajutorul niciunui instrument, datorita suportului cu clips. Apropo de suporturi: geanta de sa este pregatita pentru atasarea unei lampi din spate. Dar, deoarece optica conteaza, puteti beneficia doar de Tilburg L. Geanta este disponibila in opt modele de culori diferite pentru a condimenta culoarea neagra plictisitoare. Acest lucru face ca geanta sa atraga atentia pe fiecare bicicleta.<li>Prindere sa Clip-on si prindere tija de sa cu elastic</li><li>Material: Polyester ce protejeaza impotriva apei</li><li>Margini reflectorizante</li><li>Extindere volum cu fermoar</li><li>Bucla de fixare pentru lumina spate</li><li>Dimensiuni: 105-180 x 115 x 180 mm</li></ul>;Accesorii bicicleta;;5;1;17.5;35.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100182;;Borseta Sa M-WAVE  TILBURG L  Negru-Grey;<ul><li>Prindere sa Clip-on si prindere tija de sa cu elastic</li><li>Material: Polyester ce protejeaza impotriva apei</li><li>Margini reflectorzante</li><li>Extindere volum cu fermoar</li><li>Bucla de fixare pentru lumina spate</li><li>Dimensiuni: 105-180 x 115 x 180 mm</li></ul>;Accesorii bicicleta;;5;1;22.5;45.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100183;;Borseta Sa M-WAVE  TILBURG L  Negru-Rosu;<ul>O geanta de sa nu trebuie ratata in niciun tur cu bicicleta. Indiferent daca ati depozitat un tub de rezerva sau o mica economie, daca este necesar, poate fi de mare ajutor. De aceea, Tilburg L by M-Wave este un companion excelent. Mult spatiu si montaj usor: Datorita unui sistem cu fermoar, geanta de sa poate fi transformata intr-un adevarat economisitor de spatiu cu un volum de 2 litri. Dungile reflectorizante asigura aspectul de siguranta iar trei curele Velcro pe partea de jos fac posibila atasarea altor obiecte, de exemplu o pompa de bicicleta. Dupa asamblarea initiala de catre proprietar, geanta de sa poate fi prinsa si desprinsa de sa fara efort si fara ajutorul niciunui instrument, datorita suportului cu clips. Apropo de suporturi: geanta de sa este pregatita pentru atasarea unei lampi din spate. Dar, deoarece optica conteaza, puteti beneficia doar de Tilburg L. Geanta este disponibila in opt modele de culori diferite pentru a condimenta culoarea neagra plictisitoare. Acest lucru face ca geanta sa atraga atentia pe fiecare bicicleta.<li>Prindere sa Clip-on si prindere tija de sa cu elastic</li><li>Material: Polyester ce protejeaza impotriva apei</li><li>Margini reflectorizante</li><li>Extindere volum cu fermoar</li><li>Bucla de fixare pentru lumina spate</li><li>Dimensiuni: 105-180 x 115 x 180 mm</li></ul>;Accesorii bicicleta;;5;1;17.5;35.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100184;;Borseta Sa M-WAVE TILBURG L  Negru-Alb;<ul>O geanta de sa nu trebuie ratata in niciun tur cu bicicleta. Indiferent daca ati depozitat un tub de rezerva sau o mica economie, daca este necesar, poate fi de mare ajutor. De aceea, Tilburg L by M-Wave este un companion excelent. Mult spatiu si montaj usor: Datorita unui sistem cu fermoar, geanta de sa poate fi transformata intr-un adevarat economisitor de spatiu cu un volum de 2 litri. Dungile reflectorizante asigura aspectul de siguranta iar trei curele Velcro pe partea de jos fac posibila atasarea altor obiecte, de exemplu o pompa de bicicleta. Dupa asamblarea initiala de catre proprietar, geanta de sa poate fi prinsa si desprinsa de sa fara efort si fara ajutorul niciunui instrument, datorita suportului cu clips. Apropo de suporturi: geanta de sa este pregatita pentru atasarea unei lampi din spate. Dar, deoarece optica conteaza, puteti beneficia doar de Tilburg L. Geanta este disponibila in opt modele de culori diferite pentru a condimenta culoarea neagra plictisitoare. Acest lucru face ca geanta sa atraga atentia pe fiecare bicicleta.<li>Prindere sa Clip-on si prindere tija de sa cu elastic</li><li>Material: Polyester ce protejeaza impotriva apei</li><li>Margini reflectorizante</li><li>Extindere volum cu fermoar</li><li>Bucla de fixare pentru lumina spate</li><li>Dimensiuni: 105-180 x 115 x 180 mm</li></ul>;Accesorii bicicleta;;0;0;17.5;35.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100185;;Borseta Sa M-WAVE TILBURG L  Negru-Roz;<ul>O geanta de sa nu trebuie ratata in niciun tur cu bicicleta. Indiferent daca ati depozitat un tub de rezerva sau o mica economie, daca este necesar, poate fi de mare ajutor. De aceea, Tilburg L by M-Wave este un companion excelent. Mult spatiu si montaj usor: Datorita unui sistem cu fermoar, geanta de sa poate fi transformata intr-un adevarat economisitor de spatiu cu un volum de 2 litri. Dungile reflectorizante asigura aspectul de siguranta iar trei curele Velcro pe partea de jos fac posibila atasarea altor obiecte, de exemplu o pompa de bicicleta. Dupa asamblarea initiala de catre proprietar, geanta de sa poate fi prinsa si desprinsa de sa fara efort si fara ajutorul niciunui instrument, datorita suportului cu clips. Apropo de suporturi: geanta de sa este pregatita pentru atasarea unei lampi din spate. Dar, deoarece optica conteaza, puteti beneficia doar de Tilburg L. Geanta este disponibila in opt modele de culori diferite pentru a condimenta culoarea neagra plictisitoare. Acest lucru face ca geanta sa atraga atentia pe fiecare bicicleta.<li>Prindere sa Clip-on si prindere tija de sa cuelastic</li><li>Material: Polyester ce protejeaza impotriva apei</li><li>Margini reflectorizante</li><li>Extindere volum cu fermoar</li><li>Bucla de fixare pentru lumina spate</li><li>Dimensiuni: 105-180 x 115 x 180 mm</li></ul>;Accesorii bicicleta;;5;1;17.5;35.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100186;;Borseta Sa M-WAVE TILBURG L  Negru-Verde;<ul>O geanta de sa nu trebuie ratata in niciun tur cu bicicleta. Indiferent daca ati depozitat un tub de rezerva sau o mica economie, daca este necesar, poate fi de mare ajutor. De aceea, Tilburg L by M-Wave este un companion excelent.Mult spatiu si montaj usor:Datorita unui sistem cu fermoar, geanta de sa poate fi transformata intr-un adevarat economisitor de spatiu cu un volum de 2 litri. Dungile reflectorizante asigura aspectul de siguranta iar trei curele Velcro pe partea de jos fac posibila atasarea altor obiecte, de exemplu o pompa de bicicleta. Dupa asamblarea initiala de catre proprietar, geanta de sa poate fi prinsa si desprinsa de sa fara efort si fara ajutorul niciunui instrument, datorita suportului cu clips.Apropo de suporturi: geanta de sa este pregatita pentru atasarea unei lampi din spate. Dar, deoarece optica conteaza, puteti beneficia doar de Tilburg L. Geanta este disponibila in opt modele de culori diferite pentru a condimenta culoarea neagra plictisitoare. Acest lucru face ca geanta sa atraga atentia pe fiecare bicicleta.<li>Prindere sa Clip-on si prindere tija de sa cu elastic</li><li>Material: Polyester ce protejeaza impotriva apei</li><li>Margini reflectorizante</li><li>Extindere volum cu fermoar</li><li>Bucla de fixare pentru lumina spate</li><li>Dimensiuni: 105-180 x 115 x 180 mm</li></ul>;Accesorii bicicleta;;5;1;17.5;35.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100187;;Set Flash cu Baterii M-WAVE  COBRA IV - Albastru;Indiferent ca lampa din fata sau din spate, lumina intermitenta a bateriei Cobra IV de la M-Wave poate fi montata fara unelte datorita unui suport universal de banda de cauciuc. Doua LED-uri cu trei moduri diferite de lumina va asigura siguranta. In plus, aceasta lumina este extrem de usoara. Deci nu este timp de pierdut! Pur si simplu introduceti bateriile incluse si sa mergem!Setul oferit include doua lampi cu doua LED-uri albe si doua rosii fiecare.<ul><li>Set cu 2 leduri Albe si 2 leduri rosii</li><li>3 functii</li><li>Prindere universala din silicon</li><li>Greutate 48 grame</li><li>Se monteaza fara scule</li><li>Include baterii (2 x CR 2032)</li></ul>;Accesorii bicicleta;;5;1;13.0;26.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100188;;Set Flash cu Baterii M-WAVE  COBRA IV - Negru;<p> Indiferent ca lampa din fata sau din spate, lumina intermitenta a bateriei Cobra IV de la M-Wave poate fi montata fara unelte datorita unui suport universal de banda de cauciuc. Doua LED-uri cu trei moduri diferite de lumina va asigura siguranta. In plus, aceasta lumina este extrem de usoara. Deci nu este timp de pierdut! Pur si simplu introduceti bateriile incluse si sa mergem! Setul oferit include doua lampi cu doua LED-uri albe si doua rosii fiecare.</p><ul><li>Set cu 2 leduri Albe si 2 leduri rosii</li><li>3 functii</li><li>Prindere universala din silicon</li><li>Greutate 48 grame</li><li>Se monteaza fara scule</li><li>Include baterii (2 x CR 2032)</li></ul>;Accesorii bicicleta;;0;0;13.0;26.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100189;;Set Flash cu Baterii M-WAVE  COBRA IV - Rosu;<p> Indiferent ca lampa din fata sau din spate, lumina intermitenta a bateriei Cobra IV de la M-Wave poate fi montata fara unelte datorita unui suport universal de banda de cauciuc. Doua LED-uri cu trei moduri diferite de lumina va asigura siguranta. In plus, aceasta lumina este extrem de usoara. Deci nu este timp de pierdut! Pur si simplu introduceti bateriile incluse si sa mergem! Setul oferit include doua lampi cu doua LED-uri albe si doua rosii fiecare.</p><ul><li>Set cu 2 leduri Albe si 2 leduri rosii</li><li>3 functii</li><li>Prindere universala din silicon</li><li>Greutate 48 grame</li><li>Se monteaza fara scule</li><li>Include baterii (2 x CR 2032)</li></ul>;Accesorii bicicleta;;5;1;13.0;26.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100190;;Set Flash cu Baterii M-WAVE  COBRA IV  - Alb;<p> Indiferent ca lampa din fata sau din spate, lumina intermitenta a bateriei Cobra IV de la M-Wave poate fi montata fara unelte datorita unui suport universal de banda de cauciuc. Doua LED-uri cu trei moduri diferite de lumina va asigura siguranta. In plus, aceasta lumina este extrem de usoara. Deci nu este timp de pierdut! Pur si simplu introduceti bateriile incluse si sa mergem! Setul oferit include doua lampi cu doua LED-uri albe si doua rosii fiecare.</p><ul><li>Set cu 2 leduri Albe si 2 leduri rosii</li><li>3 functii</li><li>Prindere universala din silicon</li><li>Greutate 48 grame</li><li>Se monteaza fara scule</li><li>Include baterii (2 x CR 2032)</li></ul>;Accesorii bicicleta;;5;1;13.0;26.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100191;;Set Flash cu Baterii M-WAVE COBRA IV -Galben;<p> Indiferent ca lampa din fata sau din spate, lumina intermitenta a bateriei Cobra IV de la M-Wave poate fi montata fara unelte datorita unui suport universal de banda de cauciuc. Doua LED-uri cu trei moduri diferite de lumina va asigura siguranta. In plus, aceasta lumina este extrem de usoara. Deci nu este timp de pierdut! Pur si simplu introduceti bateriile incluse si sa mergem! Setul oferit include doua lampi cu doua LED-uri albe si doua rosii fiecare.</p><ul><li>Set cu 2 Leds Albe si 2 Leds rosii</li><li>3 functii</li><li>Prindere universala din silicon</li><li>Greutate 16grame/lampa</li><li>Se monteaza fara scule</li><li>Include baterii (2 x CR 2032)</li></ul>;Accesorii bicicleta;;5;1;13.0;26.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100192;;Set Flash cu Baterii M-WAVE COBRA IV - Verde;<p> Indiferent ca lampa din fata sau din spate, lumina intermitenta a bateriei Cobra IV de la M-Wave poate fi montata fara unelte datorita unui suport universal de banda de cauciuc. Doua LED-uri cu trei moduri diferite de lumina va asigura siguranta. In plus, aceasta lumina este extrem de usoara. Deci nu este timp de pierdut! Pur si simplu introduceti bateriile incluse si sa mergem! Setul oferit include doua lampi cu doua LED-uri albe si doua rosii fiecare.</p><ul><li>Set cu 2 leduri Albe si 2 leduri rosii</li><li>3 functii</li><li>Prindere universala din silicon</li><li>Greutate 48 gram</li><li>Se monteaza fara scule</li><li>Include baterii (2 x CR 2032)</li></ul>;Accesorii bicicleta;;5;1;13.0;26.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100193;;Set Flash cu Baterii M-WAVE  COBRA IV -Portocaliu;<p> Indiferent ca lampa din fata sau din spate, lumina intermitenta a bateriei Cobra IV de la M-Wave poate fi montata fara unelte datorita unui suport universal de banda de cauciuc. Doua LED-uri cu trei moduri diferite de lumina va asigura siguranta. In plus, aceasta lumina este extrem de usoara. Deci nu este timp de pierdut! Pur si simplu introduceti bateriile incluse si sa mergem! Setul oferit include doua lampi cu doua LED-uri albe si doua rosii fiecare.</p><ul><li> Set cu 2 Leds Albe si 2 Leds rosii</li><li>3 functii - Prindere universala din silicon</li><li>Greutate 16 grame/lampa -</li><li>Se monteaza fara scule</li><li>Include baterii (2 x CR 2032)</li></ul>;Accesorii bicicleta;;0;0;13.0;26.0;100;Accesorii bicicleta;;M-WAVE;2024/01/01;
100194;;Sa  Racing VELO SPEEDFLEX AC;"<p>In zilele noastre, oamenii sunt mai constienti de sanatatea si protectia mediului. Ciclismul joaca un rol important intr-o epoca unica; nu mai este exclusiv la curse, ci un exercitiu si o tendinta. Cererile pe o bicicleta devin si mai personalizate si mai meticuloase. Raspunzand la astfel de solicitari, <strong>Velo</strong> specializeaza dezvoltarea de produse, oferind sei potrivite pentru persoanele cu nevoi diferite, creand astfel <strong>gama de sei ""PLUSH""</strong> pentru ciclistul urban <strong>METROPOLITAN</strong> <strong>SPORT</strong></p><ul><li>Forma anatomica si design deosebit</li><li>Greutate <strong>276 grame</strong>si confort sporit</li><li><strong>V-CUT</strong> -Un design brevetat de ventilatie in forma de Y ofera o flexibilitate suplimentara osului scaunului ciclistului in timp ce participa la absorbtia socurilor si la reducerea presiunii.</li><li><strong> O-ZONE FULL CUT</strong>- Cu O-Zone Full Cut, seile Velo reduc presiunea asupra zonei de sedere si permit o circulatie permanenta pentru organele genitale.</li><li>""Air Chanel"" Canal de aer pentru o mai buna ventilatie</li><li>Sine cu scala</li><li>Dimensiuni- <strong>275x130 mm</strong></li><li><strong>Aplicatie-Road Racing, Triathlon, MTB</strong></li><li>Category 2 Trekking; 120 kg</li><li>Category 3 Cross Country; 100 kg</li></ul>";Șei;;5;1;89.0;178.0;100;Șei;;VELO;2024/01/01;
100195;;"Sa  Racing  VELO ""FLEX PRO""";"<p>     Seria Velo Plush ProPortion conbina fantastic de bine Confortul cu Forma Sportiva detalii de luat in seama</p><ul><li>Sine cu scala </li><li><strong> ARC-TECH SUSPENSION</strong>-Tehnologia ArcTech este perfecta pentru miscarile ciclistului deoarece sinele pot fi ajustate pentru oricare pozitie si ajuta la absorbirea socului. </li><li><strong> O-ZONE BASE</strong> CUT(Taietura O-Zone la baza) - Reliefare a presiunii prin materialul seii</li><li>Aplicateie Pentru: TREKING,MTB,UNIVERSAL -</li><li>Greutate-<strong>363 grame</strong> </li><li>Dimensiuni <strong>263 x 158 mm</strong> </li><li>Tehnologia <strong>,,D2"" NET-TECH-GEL-(</strong>Tehnologia bazata pe dubla densitate foloseste atat materialele din naylon, cat si cele din cauciuc pentru a realiza o greutate redusa, o rezistenta ridicata si o baza flexibila.)</li></ul>";Șei;;5;1;79.5;159.0;100;Șei;;VELO;2024/01/01;
100196;;Sa VELO FLEX  260x152mm;<ul><li><strong>Design V CUT</strong>-((Un design brevetat de ventilatie in forma de Y ofera o flexibilitate suplimentara osului scaunului ciclistului in timp ce participa la absorbtia socurilor si la reducerea presiunii.) </li><li><strong> Suspensie ARC-TECH</strong> (Tehnologia ArcTech este perfecta pentru miscarile ciclistului deoarece sinele pot fi ajustate pentru oricare pozitie si ajuta la absorbirea socului.) </li><li>Protectie in fata, spate si lateral.</li><li>Greutate <strong>376 grame</strong></li><li>Dimensiuni <strong>L= 260x W=152 mm</strong></li></ul>;Șei;;5;1;62.5;125.0;100;Șei;;VELO;2024/01/01;
100197;;Sa VELO  VELO Plush Gel D2 255 x 177 mm;"<ul> In zilele noastre, oamenii sunt mai constienti de sanatatea si protectia mediului. Ciclismul joaca un rol important intr-o epoca unica; nu mai este exclusiv la curse, ci un exercitiu si o tendinta. Cererile pe o bicicleta devin si mai personalizate si mai meticuloase. Raspunzand la astfel de solicitari, Velo specializeaza dezvoltarea de produse, oferind sei potrivite pentru persoanele cu nevoi diferite, creand astfel gama de sei PLUSH pentru ciclistul urban METROPOLITAN SPORT Forma anatomica si design deosebit<li><strong>Constructie ""D2""</strong></li><li>Sine culoarea aluminiului</li><li><strong>ArcTech</strong>-Tehnologia ArcTech este perfecta pentru miscarile ciclistului deoarece sinele pot fi ajustate pentru oricare pozitie si ajuta la absorbirea socului.</li><li><strong> O-Zone Full Cut</strong>-Cu O-Zone Full Cut, seile Velo reduc presiunea asupra zonei de sedere si permite o circulatie permanenta pentru organele genitale.</li><li>Forma anatomica si <strong>design ""Deep Channel""</strong></li><li>Gel biodegradabil</li><li>Dimensiuni-Latime 177 mm Lungime 255 mm</li><li>Greutate <strong>477 grame</strong></li><li>Se monteaza pe tija de sa</li></ul>";Șei;;0;0;99.5;199.0;100;Șei;;VELO;2024/01/01;
100198;;"Sa  VELO  ,,PLUSH GEL D1"" 267 x 168 mm";"<ul><li>Sine cu scala de culoarea aluminiului </li><li><strong> ARC TECH</strong>(Tehnologia ArcTech) este perfecta pentru miscarile ciclistului deoarece sinele pot fi ajustate pentru oricare pozitie si ajuta la absorbirea socului.) </li><li><strong>O-ZONE FULL CUT</strong>(Cu O-Zone Full Cut, seile Velo reduce presiunea asupra zonei de sedere si permite o circulatie permanenta pentru organele genitale) </li><li>Forma anatomica si <strong>design ,,DEEP CHANNEL"" </strong></li><li>Gel Biodegradabil </li><li><strong> VACUUM TECHNOLOGY</strong>(suprafata cu vacuum si rezistenta la apa) </li><li>Greutate; <strong>478 grame </strong></li><li><strong> Dimensiuni 267 x 168 mm</strong></li></ul>";Șei;;5;1;65.0;130.0;100;Șei;;VELO;2024/01/01;
100199;;"Sa VELO ,,PLUSH GEL D1"" 255 x 175 mm";"<ul><li>Sine cu scala de culoarea aluminiului </li><li><strong>ARCTECH</strong>(Tehnologia ArcTech este perfecta pentru miscarile ciclistului deoarece sinele pot fi ajustate pentru oricare pozitie si ajuta la absorbirea socului.) </li><li><strong>O-ZONE FULL CUT</strong>(Cu O-Zone Full Cut, seile Velo reduce presiunea asupra zonei de sedere si permite o circulatie permanenta pentru organele genitale) </li><li>Forma anatomica si <strong>design ,,DEEP CHANNEL"" </strong></li><li><strong> GEL BIODEGRADABIL </strong></li><li><strong> VACUUM TECHNOLOGY</strong>(suprafata cu vacuum si rezistenta la apa) </li><li>Greutate;<strong> 452 grame </strong></li><li>Dimensiuni <strong>255 x 175 mm</strong></li></ul>";Șei;;5;1;65.0;130.0;100;Șei;;VELO;2024/01/01;
100200;;"Sa  VELO ""FLEX DC"" 269 x 162 mm";"<ul><li><strong>ARC-TECH SUSPENSION</strong>(Tehnologia ArcTech) este perfecta pentru miscarile ciclistului deoarece sinele pot fi ajustate pentru oricare pozitie si ajuta la absorbirea socului.) -</li><li><strong>CONSTRUCTIE ,,D 2""</strong>-Tehnologia bazata pe dubla densitate foloseste atat materialele din nailon, cat si cele din cauciuc pentru a realiza o greutate redusa, o rezistenta ridicata si o baza flexibila. </li><li><strong> Design ,,DEEP CHANEEL"" </strong></li><li><strong> ,,O-ZONE FULL CUT""</strong>(Cu O-Zone Full Cut), seile Velo reduce presiunea asupra zonei de sedere si permite o circulatie permanenta pentru organele genitale.) </li><li><strong>Latime;162 mm </strong></li><li><strong> Greutate ; 471 grame </strong></li><li><strong> Lungime ;269 mm</strong></li></ul>";Șei;;5;1;75.0;150.0;100;Șei;;VELO;2024/01/01;
100201;;Sa VELO FLEX DC 242 x 151 mm;"<p> In zilele noastre, oamenii sunt mai constienti de sanatatea si protectia mediului. Ciclismul joaca un rol important intr-o epoca unica; nu mai este exclusiv la curse, ci un exercitiu si o tendinta. Cererile pe o bicicleta devin si mai personalizate si mai meticuloase. Raspunzand la astfel de solicitari, <strong>Velo</strong> specializeaza dezvoltarea de produse, oferind sei potrivite pentru persoanele cu nevoi diferite, creand astfel <strong>gama de sei ""PLUSH""</strong> pentru ciclistul urban <strong>METROPOLITAN</strong> <strong>SPORT</strong></p><ul><ul><li>O-Zone -Taiere completa pentru reducerea presiunii</li><li>Channel - eliberarea presiunii prin ventilare</li><li>Arc Tech: suspensie cu absorbtie a socurilor</li><li>Material antialunecare</li><li>Sine cu scala</li><li>Baza din doua componente pentru o rezistenta mai mare</li><li>Greutate- 386 grame.</li></ul></ul>";Șei;;5;1;75.0;150.0;100;Șei;;VELO;2024/01/01;
100202;;"Sa VELO  ,,BASIC   DEEP CHANNEL""";"<ul><li><strong>Greutate-465 grame</strong></li><li><strong> ARC-TECH SUSPENSION</strong>(Tehnologia ArcTech) este perfecta pentru miscarile ciclistului deoarece sinele pot fi ajustate pentru oricare pozitie si ajuta la absorbirea socului.</li><li><strong> CONSTRUCTIE D2</strong>-Tehnologia bazata pe dubla densitate foloseste atat materialele din nailon, cat si cele din cauciuc pentru a realiza o greutate redusa, o rezistenta ridicata si o baza flexibila. </li><li>  <strong>DESIGN  ,,DEEP CHANNEL""</strong> </li><li><strong> O-ZONE FULL CUT</strong>-Cu O-Zone Full Cut, seile Velo reduce presiunea asupra zonei de sedere si permite o circulatie permanenta pentru organele genitale.</li><li><strong> AIRTHRU COOL</strong>-Cu tehnologia Airtrhu Cool un spatiu de aspiratie conduce aerul din partea anterioara a seii catre spatiul deschis din centru pentru o ventilatie mai buna.</li><li>Latime-165 mm </li><li>Lungime 262 mm</li><li>Se monteaza pe tija de sa</li><li>Culoare-Negru</li></ul>";Șei;;5;1;75.0;150.0;100;Șei;;VELO;2024/01/01;
